ticket_number,date,time,article,Quantity,unit_price_euro,revenue
153756,1/30/2021,10:48,TRADITIONAL BAGUETTE,1,1.2,1.2
153757,1/30/2021,10:50,CROISSANT,3,1.1,3.3
153757,1/30/2021,10:50,GRAND FAR BRETON,1,7,7
153759,1/30/2021,10:52,BAGUETTE,1,0.9,0.9
153760,1/30/2021,10:55,TRADITIONAL BAGUETTE,3,1.2,3.6
153766,1/30/2021,11:03,CAFE OU EAU,2,1,2
153767,1/30/2021,11:07,TRADITIONAL BAGUETTE,1,1.2,1.2
153768,1/30/2021,11:08,BAGUETTE,1,0.9,0.9
153772,1/30/2021,11:17,QUIM BREAD,1,1,1
153773,1/30/2021,11:19,BOULE 200G,3,1.1,3.3
153777,1/30/2021,11:23,TRADITIONAL BAGUETTE,1,1.2,1.2
153779,1/30/2021,11:26,BOULE 400G,1,1.5,1.5
153780,1/30/2021,11:27,COUPE,2,0.15,0.3
153781,1/30/2021,11:37,BANETTE,1,1.05,1.05
153784,1/30/2021,11:41,COMPLET,2,1.5,3
153784,1/30/2021,11:41,COUPE,2,0.15,0.3
153785,1/30/2021,11:42,GAL FRANGIPANE 4P,1,8,8
153786,1/30/2021,11:46,DIVERS VIENNOISERIE,1,1.6,1.6
153786,1/30/2021,11:46,TRADITIONAL BAGUETTE,1,1.2,1.2
153788,1/30/2021,11:47,TRADITIONAL BAGUETTE,1,1.2,1.2
153789,1/30/2021,11:48,BANETTINE,1,0.6,0.6
153791,1/30/2021,11:49,TRADITIONAL BAGUETTE,2,1.2,2.4
153791,1/30/2021,11:49,CHAUSSON AUX POMMES,2,1.4,2.8
153794,1/30/2021,11:58,BAGUETTE,2,0.9,1.8
153795,1/30/2021,11:59,TRADITIONAL BAGUETTE,4,1.2,4.8
153797,1/30/2021,12:01,TRADITIONAL BAGUETTE,1,1.2,1.2
153798,1/30/2021,12:01,TRADITIONAL BAGUETTE,3,1.2,3.6
153800,1/30/2021,12:06,TRADITIONAL BAGUETTE,1,1.2,1.2
153801,1/30/2021,12:09,PAIN,1,1.15,1.15
153803,1/30/2021,12:13,BANETTE,1,1.05,1.05
153803,1/30/2021,12:13,MOISSON,1,2,2
153804,1/30/2021,12:13,QUIM BREAD,2,1,2
153805,1/30/2021,12:20,NANTAIS,1,2.5,2.5
153805,1/30/2021,12:20,TRADITIONAL BAGUETTE,1,1.2,1.2
153805,1/30/2021,12:20,CROISSANT,2,1.1,2.2
153806,1/30/2021,12:21,COUPE,1,0.15,0.15
153806,1/30/2021,12:21,SEIGLE,1,1.8,1.8
153807,1/30/2021,12:22,TRADITIONAL BAGUETTE,2,1.2,2.4
153809,1/30/2021,12:26,SPECIAL BREAD,1,2.4,2.4
153810,1/30/2021,12:27,TRADITIONAL BAGUETTE,4,1.2,4.8
153813,1/30/2021,12:34,TRADITIONAL BAGUETTE,2,1.2,2.4
153815,1/30/2021,12:39,COUPE,1,0.15,0.15
153815,1/30/2021,12:39,NANTAIS,1,2.5,2.5
153816,1/30/2021,12:42,TRADITIONAL BAGUETTE,2,1.2,2.4
153817,1/30/2021,12:42,TRADITIONAL BAGUETTE,1,1.2,1.2
153818,1/30/2021,12:50,DIVERS VIENNOISERIE,1,4,4
153819,1/30/2021,12:51,TRADITIONAL BAGUETTE,1,1.2,1.2
153821,1/30/2021,12:53,PAIN AU CHOCOLAT,1,1.2,1.2
153821,1/30/2021,12:53,CROISSANT,2,1.1,2.2
153821,1/30/2021,12:53,TRADITIONAL BAGUETTE,1,1.2,1.2
153822,1/30/2021,12:54,NANTAIS,3,2.5,7.5
153822,1/30/2021,12:54,BANETTE,1,1.05,1.05
153823,1/30/2021,12:54,SPECIAL BREAD,1,2.4,2.4
153825,1/30/2021,12:56,TRADITIONAL BAGUETTE,1,1.2,1.2
153826,1/30/2021,12:57,TRADITIONAL BAGUETTE,2,1.2,2.4
153827,1/30/2021,12:57,CAFE OU EAU,1,1,1
153828,1/30/2021,12:58,TRADITIONAL BAGUETTE,2,1.2,2.4
153829,1/30/2021,13:01,TRADITIONAL BAGUETTE,1,1.2,1.2
153833,1/30/2021,13:10,TRADITIONAL BAGUETTE,3,1.2,3.6
153834,1/30/2021,13:10,BANETTE,1,1.05,1.05
153838,1/30/2021,13:18,COUPE,1,0.15,0.15
153838,1/30/2021,13:18,VIK BREAD,1,2.5,2.5
153839,1/30/2021,13:19,TRADITIONAL BAGUETTE,1,1.2,1.2
153842,1/30/2021,13:23,DIVERS PATISSERIE,1,7,7
153842,1/30/2021,13:23,SPECIAL BREAD,1,2.4,2.4
153843,1/30/2021,13:25,DIVERS VIENNOISERIE,1,1.6,1.6
153845,1/30/2021,13:30,CAMPAGNE,1,1.8,1.8
153845,1/30/2021,13:30,PAIN AU CHOCOLAT,2,1.2,2.4
153845,1/30/2021,13:30,COOKIE,1,1,1
153845,1/30/2021,13:30,COUPE,1,0.15,0.15
153846,1/30/2021,13:30,BANETTE,1,1.05,1.05
153847,1/30/2021,13:32,TRADITIONAL BAGUETTE,1,1.2,1.2
153849,1/30/2021,13:34,BANETTE,1,1.05,1.05
153850,1/30/2021,13:41,TRADITIONAL BAGUETTE,1,1.2,1.2
153851,1/30/2021,13:42,CAMPAGNE,1,1.8,1.8
153852,1/30/2021,13:47,TRADITIONAL BAGUETTE,2,1.2,2.4
153854,1/30/2021,13:52,GRAND FAR BRETON,1,7,7
153854,1/30/2021,13:52,COUPE,1,0.15,0.15
153859,1/30/2021,17:03,BAGUETTE,1,0.9,0.9
153861,1/30/2021,17:35,SPECIAL BREAD,1,2.4,2.4
153863,1/30/2021,17:46,BANETTE,1,1.05,1.05
153863,1/30/2021,17:46,CHAUSSON AUX POMMES,1,1.4,1.4
153864,1/30/2021,17:47,TRADITIONAL BAGUETTE,2,1.2,2.4
153865,1/30/2021,17:48,TRADITIONAL BAGUETTE,1,1.2,1.2
153868,1/30/2021,17:58,COUPE,1,0.15,0.15
153868,1/30/2021,17:58,CAMPAGNE,1,1.8,1.8
153870,1/30/2021,18:00,ECLAIR,3,2,6
153873,1/30/2021,18:05,BANETTE,2,1.05,2.1
153874,1/30/2021,18:12,BANETTE,3,1.05,3.15
153875,1/30/2021,18:14,COUPE,1,0.15,0.15
153877,1/30/2021,18:25,CAMPAGNE,1,1.8,1.8
153877,1/30/2021,18:25,SPECIAL BREAD KG,1,4.8,4.8
153877,1/30/2021,18:25,BRIOCHE,1,5,5
153878,1/30/2021,18:30,BANETTE,1,1.05,1.05
153879,1/30/2021,18:33,BAGUETTE,1,0.9,0.9
153880,1/30/2021,18:34,FONDANT CHOCOLAT,1,2.5,2.5
153881,1/30/2021,18:35,PAIN BANETTE,1,1.4,1.4
153882,1/30/2021,18:35,BANETTINE,1,0.6,0.6
153883,1/30/2021,18:38,MOISSON,1,2,2
153883,1/30/2021,18:38,COUPE,1,0.15,0.15
153885,1/31/2021,8:40,DEMI BAGUETTE,1,0.45,0.45
153886,1/31/2021,8:51,PAIN AUX RAISINS,2,1.4,2.8
153886,1/31/2021,8:51,BAGUETTE,1,0.9,0.9
153887,1/31/2021,8:55,BANETTE,1,1.05,1.05
153888,1/31/2021,9:08,CROISSANT,4,1.1,4.4
153888,1/31/2021,9:08,COUPE,1,0.15,0.15
153890,1/31/2021,9:24,TRADITIONAL BAGUETTE,1,1.2,1.2
153891,1/31/2021,9:31,BANETTINE,2,0.6,1.2
153892,1/31/2021,9:32,CROISSANT,1,1.1,1.1
153893,1/31/2021,9:34,TRADITIONAL BAGUETTE,2,1.2,2.4
153893,1/31/2021,9:34,PARIS BREST,4,2,8
153894,1/31/2021,9:38,TRADITIONAL BAGUETTE,1,1.2,1.2
153895,1/31/2021,9:40,BANETTINE,1,0.6,0.6
153895,1/31/2021,9:40,BAGUETTE,2,0.9,1.8
153897,1/31/2021,9:46,COUPE,1,0.15,0.15
153898,1/31/2021,9:47,TRADITIONAL BAGUETTE,2,1.2,2.4
153899,1/31/2021,9:51,PAIN,1,1.15,1.15
153901,1/31/2021,9:57,TRADITIONAL BAGUETTE,1,1.2,1.2
153902,1/31/2021,9:58,TRADITIONAL BAGUETTE,1,1.2,1.2
153903,1/31/2021,10:01,CROISSANT,9,1.1,9.9
153903,1/31/2021,10:01,TRADITIONAL BAGUETTE,3,1.2,3.6
153904,1/31/2021,10:02,CROISSANT,4,1.1,4.4
153905,1/31/2021,10:05,BAGUETTE,1,0.9,0.9
153909,1/31/2021,10:19,TRADITIONAL BAGUETTE,1,1.2,1.2
153909,1/31/2021,10:19,CROISSANT,3,1.1,3.3
153910,1/31/2021,10:19,CROISSANT,1,1.1,1.1
153910,1/31/2021,10:19,PAIN AU CHOCOLAT,2,1.2,2.4
153910,1/31/2021,10:19,CHAUSSON AUX POMMES,1,1.4,1.4
153913,1/31/2021,10:28,MOISSON,1,2,2
153913,1/31/2021,10:28,FINANCIER X5,1,3,3
153913,1/31/2021,10:28,COMPLET,1,1.5,1.5
153914,1/31/2021,10:31,TRADITIONAL BAGUETTE,1,1.2,1.2
153916,1/31/2021,10:33,TRADITIONAL BAGUETTE,2,1.2,2.4
153917,1/31/2021,10:34,SAVARIN,1,2,2
153918,1/31/2021,10:36,BAGUETTE,1,0.9,0.9
153918,1/31/2021,10:36,COUPE,1,0.15,0.15
153919,1/31/2021,10:37,BANETTE,1,1.05,1.05
153920,1/31/2021,10:37,CROISSANT,10,1.1,11
153921,1/31/2021,10:39,CROISSANT,2,1.1,2.2
153921,1/31/2021,10:39,BOULE 400G,2,1.5,3
153921,1/31/2021,10:39,PAIN AUX RAISINS,2,1.4,2.8
153924,1/31/2021,10:45,SPECIAL BREAD,1,2.4,2.4
153925,1/31/2021,10:48,CROISSANT,2,1.1,2.2
153925,1/31/2021,10:48,PAIN AU CHOCOLAT,2,1.2,2.4
153925,1/31/2021,10:48,TRADITIONAL BAGUETTE,2,1.2,2.4
153927,1/31/2021,10:49,TRADITIONAL BAGUETTE,1,1.2,1.2
153930,1/31/2021,10:53,BANETTINE,1,0.6,0.6
153931,1/31/2021,10:54,COUPE,1,0.15,0.15
153931,1/31/2021,10:54,VIK BREAD,1,2.5,2.5
153932,1/31/2021,10:56,PAIN AU CHOCOLAT,3,1.2,3.6
153932,1/31/2021,10:56,BAGUETTE,1,0.9,0.9
153932,1/31/2021,10:56,CROISSANT,2,1.1,2.2
153932,1/31/2021,10:56,TRADITIONAL BAGUETTE,2,1.2,2.4
153933,1/31/2021,10:57,TARTELETTE,1,2,2
153934,1/31/2021,10:57,PAIN,1,1.15,1.15
153936,1/31/2021,11:01,ECLAIR,1,2,2
153936,1/31/2021,11:01,SPECIAL BREAD,1,2.4,2.4
153936,1/31/2021,11:01,COUPE,1,0.15,0.15
153942,1/31/2021,11:05,COUPE,2,0.15,0.3
153943,1/31/2021,11:06,COUPE,1,0.15,0.15
153943,1/31/2021,11:06,COMPLET,1,1.5,1.5
153943,1/31/2021,11:06,TRADITIONAL BAGUETTE,2,1.2,2.4
153944,1/31/2021,11:07,COUPE,1,0.15,0.15
153945,1/31/2021,11:08,TRADITIONAL BAGUETTE,1,1.2,1.2
153946,1/31/2021,11:08,TRADITIONAL BAGUETTE,2,1.2,2.4
153947,1/31/2021,11:11,VIK BREAD,3,2.5,7.5
153951,1/31/2021,11:13,CROISSANT,3,1.1,3.3
153952,1/31/2021,11:14,BOULE 400G,1,1.5,1.5
153954,1/31/2021,11:18,DIVERS CONFISERIE,1,3,3
153955,1/31/2021,11:21,PAIN AU CHOCOLAT,6,1.2,7.2
153958,1/31/2021,11:23,SAVARIN,1,2,2
153960,1/31/2021,11:25,TRADITIONAL BAGUETTE,2,1.2,2.4
153963,1/31/2021,11:26,PAIN AU CHOCOLAT,3,1.2,3.6
153964,1/31/2021,11:28,TRADITIONAL BAGUETTE,1,1.2,1.2
153964,1/31/2021,11:28,COUPE,1,0.15,0.15
153965,1/31/2021,11:28,COUPE,1,0.15,0.15
153966,1/31/2021,11:31,SPECIAL BREAD,1,2.4,2.4
153966,1/31/2021,11:31,CHAUSSON AUX POMMES,1,1.4,1.4
153967,1/31/2021,11:32,COUPE,1,0.15,0.15
153967,1/31/2021,11:32,MOISSON,1,2,2
153967,1/31/2021,11:32,COUPE,1,0.15,0.15
153968,1/31/2021,11:33,TRADITIONAL BAGUETTE,1,1.2,1.2
153971,1/31/2021,11:39,TARTELETTE,1,2,2
153973,1/31/2021,11:41,BAGUETTE,1,0.9,0.9
153975,1/31/2021,11:45,TARTE FRUITS 4P,1,9,9
153975,1/31/2021,11:45,TRADITIONAL BAGUETTE,1,1.2,1.2
153976,1/31/2021,11:46,GAL FRANGIPANE 4P,1,8,8
153979,1/31/2021,11:50,BANETTE,1,1.05,1.05
153980,1/31/2021,11:50,COUPE,1,0.15,0.15
153980,1/31/2021,11:50,BANETTE,1,1.05,1.05
153980,1/31/2021,11:50,BOULE 400G,1,1.5,1.5
153981,1/31/2021,11:51,BANETTE,1,1.05,1.05
153983,1/31/2021,11:53,COUPE,1,0.15,0.15
153983,1/31/2021,11:53,MOISSON,1,2,2
153987,1/31/2021,11:54,TRADITIONAL BAGUETTE,2,1.2,2.4
153991,1/31/2021,11:59,BANETTE,2,1.05,2.1
153991,1/31/2021,11:59,CAMPAGNE,1,1.8,1.8
153991,1/31/2021,11:59,GD KOUIGN AMANN,2,7.5,15
153992,1/31/2021,12:00,BANETTINE,2,0.6,1.2
153993,1/31/2021,12:01,NANTAIS,1,2.5,2.5
153994,1/31/2021,12:02,TRADITIONAL BAGUETTE,2,1.2,2.4
153995,1/31/2021,12:02,COUPE,1,0.15,0.15
153995,1/31/2021,12:02,TRADITIONAL BAGUETTE,3,1.2,3.6
153997,1/31/2021,12:04,TRADITIONAL BAGUETTE,2,1.2,2.4
153998,1/31/2021,12:04,GACHE,1,5,5
153998,1/31/2021,12:04,TRADITIONAL BAGUETTE,4,1.2,4.8
153998,1/31/2021,12:04,CROISSANT,2,1.1,2.2
153999,1/31/2021,12:05,TRADITIONAL BAGUETTE,2,1.2,2.4
154001,1/31/2021,12:06,BAGUETTE GRAINE,1,1.3,1.3
154002,1/31/2021,12:06,TRADITIONAL BAGUETTE,2,1.2,2.4
154004,1/31/2021,12:12,TRADITIONAL BAGUETTE,1,1.2,1.2
154004,1/31/2021,12:12,BAGUETTE GRAINE,1,1.3,1.3
154004,1/31/2021,12:12,COUPE,4,0.15,0.6
154005,1/31/2021,12:13,CAMPAGNE,1,1.8,1.8
154006,1/31/2021,12:16,COOKIE,4,1,4
154006,1/31/2021,12:16,TRADITIONAL BAGUETTE,2,1.2,2.4
154008,1/31/2021,12:18,TRADITIONAL BAGUETTE,2,1.2,2.4
154009,1/31/2021,12:19,TRADITIONAL BAGUETTE,1,1.2,1.2
154010,1/31/2021,12:20,COUPE,1,0.15,0.15
154010,1/31/2021,12:20,TRADITIONAL BAGUETTE,2,1.2,2.4
154011,1/31/2021,12:21,TRADITIONAL BAGUETTE,2,1.2,2.4
154013,1/31/2021,12:22,BAGUETTE,1,0.9,0.9
154014,1/31/2021,12:23,SPECIAL BREAD,1,2.4,2.4
154018,1/31/2021,12:29,SEIGLE,1,1.8,1.8
154024,1/31/2021,12:35,TRADITIONAL BAGUETTE,1,1.2,1.2
154026,1/31/2021,12:39,BAGUETTE,1,0.9,0.9
154027,1/31/2021,12:42,BOULE 200G,1,1.1,1.1
154027,1/31/2021,12:42,COUPE,1,0.15,0.15
154028,1/31/2021,12:43,BAGUETTE GRAINE,2,1.3,2.6
154029,1/31/2021,12:44,GD KOUIGN AMANN,3,7.5,22.5
154030,1/31/2021,12:45,PAIN,1,1.15,1.15
154031,1/31/2021,12:45,TRADITIONAL BAGUETTE,4,1.2,4.8
154032,1/31/2021,12:46,TRADITIONAL BAGUETTE,1,1.2,1.2
154033,1/31/2021,12:46,TRADITIONAL BAGUETTE,1,1.2,1.2
154034,1/31/2021,12:47,CEREAL BAGUETTE,1,1.25,1.25
154037,1/31/2021,12:50,DIVERS CONFISERIE,1,3,3
154037,1/31/2021,12:50,BAGUETTE GRAINE,1,1.3,1.3
154038,1/31/2021,12:51,SPECIAL BREAD,1,2.4,2.4
154038,1/31/2021,12:51,COUPE,1,0.15,0.15
154041,1/31/2021,12:55,DIVERS VIENNOISERIE,1,11,11
154041,1/31/2021,12:55,TARTE FRUITS 6P,1,12,12
154041,1/31/2021,12:55,CAMPAGNE,1,1.8,1.8
154044,1/31/2021,13:01,TARTELETTE,2,2,4
154045,1/31/2021,13:03,NANTAIS,1,2.5,2.5
154046,1/31/2021,13:03,TRADITIONAL BAGUETTE,1,1.2,1.2
154048,1/31/2021,13:06,TRADITIONAL BAGUETTE,2,1.2,2.4
154050,1/31/2021,13:10,BAGUETTE GRAINE,1,1.3,1.3
154051,1/31/2021,13:17,ECLAIR,2,2,4
154053,1/31/2021,13:20,TRADITIONAL BAGUETTE,1,1.2,1.2
154054,1/31/2021,13:20,TRADITIONAL BAGUETTE,2,1.2,2.4
154055,1/31/2021,13:34,TRADITIONAL BAGUETTE,1,1.2,1.2
154056,1/31/2021,13:40,TRADITIONAL BAGUETTE,1,1.2,1.2
154056,1/31/2021,13:40,QUIM BREAD,1,1,1
