ticket_number,date,time,article,Quantity,unit_price_euro,revenue
152648,1/21/2021,13:04,TRADITIONAL BAGUETTE,3,1.2,3.6
152649,1/21/2021,13:05,DEMI BAGUETTE,1,0.45,0.45
152650,1/21/2021,13:06,BOULE 400G,1,1.5,1.5
152650,1/21/2021,13:06,FINANCIER X5,1,3,3
152651,1/21/2021,13:06,TRADITIONAL BAGUETTE,1,1.2,1.2
152654,1/21/2021,13:10,TRADITIONAL BAGUETTE,1,1.2,1.2
152656,1/21/2021,13:11,BANETTINE,1,0.6,0.6
152657,1/21/2021,13:13,CEREAL BAGUETTE,1,1.25,1.25
152659,1/21/2021,13:14,TRADITIONAL BAGUETTE,2,1.2,2.4
152660,1/21/2021,13:17,TRADITIONAL BAGUETTE,1,1.2,1.2
152661,1/21/2021,13:20,TRADITIONAL BAGUETTE,3,1.2,3.6
152662,1/21/2021,13:21,COUPE,2,0.15,0.3
152665,1/21/2021,13:24,FORMULE SANDWICH,1,6.5,6.5
152674,1/21/2021,13:38,BAGUETTE,1,0.9,0.9
152675,1/21/2021,13:44,TRADITIONAL BAGUETTE,2,1.2,2.4
152676,1/21/2021,13:45,DIVERS SANDWICHS,1,5,5
152677,1/21/2021,13:46,TRADITIONAL BAGUETTE,1,1.2,1.2
152680,1/21/2021,13:52,CROISSANT,2,1.1,2.2
152681,1/21/2021,13:57,BOISSON 33CL,2,1.5,3
152683,1/21/2021,14:03,FORMULE SANDWICH,1,6.5,6.5
152685,1/21/2021,17:02,MOISSON,1,2,2
152687,1/21/2021,17:09,BAGUETTE,1,0.9,0.9
152688,1/21/2021,17:14,CAMPAGNE,1,1.8,1.8
152689,1/21/2021,17:26,DIVERS VIENNOISERIE,1,6,6
152690,1/21/2021,17:40,QUIM BREAD,1,1,1
152690,1/21/2021,17:40,KOUIGN AMANN,1,2.1,2.1
152692,1/21/2021,17:43,TRADITIONAL BAGUETTE,1,1.2,1.2
152693,1/21/2021,17:50,MOISSON,1,2,2
152693,1/21/2021,17:50,BANETTE,1,1.05,1.05
152695,1/21/2021,17:53,TRADITIONAL BAGUETTE,2,1.2,2.4
152696,1/21/2021,17:58,FONDANT CHOCOLAT,1,2.5,2.5
152696,1/21/2021,17:58,TRADITIONAL BAGUETTE,1,1.2,1.2
152699,1/21/2021,18:23,TRADITIONAL BAGUETTE,4,1.2,4.8
152702,1/21/2021,18:30,BOISSON 33CL,1,1.5,1.5
152702,1/21/2021,18:30,PAIN CHOCO AMANDES,1,1.5,1.5
152704,1/21/2021,18:35,BAGUETTE,1,0.9,0.9
152704,1/21/2021,18:35,COUPE,1,0.15,0.15
152707,1/21/2021,18:39,TRADITIONAL BAGUETTE,2,1.2,2.4
152708,1/21/2021,18:42,TRADITIONAL BAGUETTE,1,1.2,1.2
152708,1/21/2021,18:42,COOKIE,1,1,1
152713,1/22/2021,8:50,SACHET VIENNOISERIE,1,4,4
152714,1/22/2021,8:57,CROISSANT,2,1.1,2.2
152715,1/22/2021,9:03,BANETTINE,1,0.6,0.6
152716,1/22/2021,9:06,COUPE,1,0.15,0.15
152718,1/22/2021,9:26,PAIN AUX RAISINS,2,1.4,2.8
152722,1/22/2021,9:41,TRADITIONAL BAGUETTE,1,1.2,1.2
152723,1/22/2021,9:43,TRADITIONAL BAGUETTE,2,1.2,2.4
152724,1/22/2021,9:46,COUPE,1,0.15,0.15
152725,1/22/2021,9:48,PAIN AU CHOCOLAT,2,1.2,2.4
152729,1/22/2021,10:02,BANETTE,1,1.05,1.05
152733,1/22/2021,10:12,TRADITIONAL BAGUETTE,1,1.2,1.2
152735,1/22/2021,10:14,BANETTINE,2,0.6,1.2
152736,1/22/2021,10:16,BANETTINE,1,0.6,0.6
152737,1/22/2021,10:26,BANETTINE,1,0.6,0.6
152738,1/22/2021,10:31,COUPE,1,0.15,0.15
152739,1/22/2021,10:31,TRADITIONAL BAGUETTE,2,1.2,2.4
152740,1/22/2021,10:37,CROISSANT,1,1.1,1.1
152740,1/22/2021,10:37,PAIN AU CHOCOLAT,1,1.2,1.2
152743,1/22/2021,10:57,TRADITIONAL BAGUETTE,1,1.2,1.2
152745,1/22/2021,11:14,TRADITIONAL BAGUETTE,1,1.2,1.2
152746,1/22/2021,11:15,PAIN AU CHOCOLAT,1,1.2,1.2
152747,1/22/2021,11:16,COUPE,1,0.15,0.15
152748,1/22/2021,11:16,TRADITIONAL BAGUETTE,1,1.2,1.2
152748,1/22/2021,11:16,CROISSANT,1,1.1,1.1
152749,1/22/2021,11:17,BOULE 400G,1,1.5,1.5
152750,1/22/2021,11:23,BAGUETTE,3,0.9,2.7
152753,1/22/2021,11:29,BAGUETTE,1,0.9,0.9
152754,1/22/2021,11:36,BANETTE,1,1.05,1.05
152754,1/22/2021,11:36,BANETTINE,1,0.6,0.6
152755,1/22/2021,11:37,DEMI BAGUETTE,1,0.45,0.45
152756,1/22/2021,11:41,TRADITIONAL BAGUETTE,1,1.2,1.2
152757,1/22/2021,11:42,TRADITIONAL BAGUETTE,1,1.2,1.2
152758,1/22/2021,11:45,COUPE,1,0.15,0.15
152759,1/22/2021,11:46,TRADITIONAL BAGUETTE,1,1.2,1.2
152761,1/22/2021,11:49,BOULE 400G,1,1.5,1.5
152761,1/22/2021,11:49,COUPE,2,0.15,0.3
152761,1/22/2021,11:49,BOULE 200G,1,1.1,1.1
152765,1/22/2021,12:00,TRADITIONAL BAGUETTE,2,1.2,2.4
152766,1/22/2021,12:02,BAGUETTE,1,0.9,0.9
152767,1/22/2021,12:04,FORMULE SANDWICH,2,6.5,13
152767,1/22/2021,12:04,FINANCIER X5,1,3,3
152767,1/22/2021,12:04,GAL FRANGIPANE 6P,1,12,12
152768,1/22/2021,12:06,PAIN BANETTE,1,1.4,1.4
152769,1/22/2021,12:08,BANETTE,1,1.05,1.05
152770,1/22/2021,12:11,BANETTE,1,1.05,1.05
152772,1/22/2021,12:18,TRADITIONAL BAGUETTE,1,1.2,1.2
152774,1/22/2021,12:25,COMPLET,2,1.5,3
152774,1/22/2021,12:25,COUPE,1,0.15,0.15
152774,1/22/2021,12:25,MOISSON,1,2,2
152775,1/22/2021,12:25,TRADITIONAL BAGUETTE,1,1.2,1.2
152776,1/22/2021,12:27,CEREAL BAGUETTE,2,1.25,2.5
152777,1/22/2021,12:27,TRADITIONAL BAGUETTE,5,1.2,6
152778,1/22/2021,12:28,BAGUETTE,5,0.9,4.5
152779,1/22/2021,12:29,VIK BREAD,1,2.5,2.5
152780,1/22/2021,12:34,TRADITIONAL BAGUETTE,1,1.2,1.2
152783,1/22/2021,12:38,COUPE,1,0.15,0.15
152786,1/22/2021,12:40,TRADITIONAL BAGUETTE,1,1.2,1.2
152787,1/22/2021,12:42,TRADITIONAL BAGUETTE,1,1.2,1.2
152788,1/22/2021,12:46,TRADITIONAL BAGUETTE,1,1.2,1.2
152789,1/22/2021,12:49,TRADITIONAL BAGUETTE,1,1.2,1.2
152790,1/22/2021,12:51,BANETTE,1,1.05,1.05
152790,1/22/2021,12:51,PAIN BANETTE,1,1.4,1.4
152792,1/22/2021,12:55,TRADITIONAL BAGUETTE,4,1.2,4.8
152793,1/22/2021,12:57,DIVERS SANDWICHS,1,5,5
152793,1/22/2021,12:57,FLAN ABRICOT,1,2.1,2.1
152793,1/22/2021,12:57,TARTELETTE,1,2,2
152794,1/22/2021,12:58,TRADITIONAL BAGUETTE,2,1.2,2.4
152795,1/22/2021,13:00,GACHE,1,5,5
152795,1/22/2021,13:00,CROISSANT AMANDES,2,1.4,2.8
152795,1/22/2021,13:00,PAIN AU CHOCOLAT,2,1.2,2.4
152795,1/22/2021,13:00,SPECIAL BREAD,2,2.4,4.8
152795,1/22/2021,13:00,COUPE,2,0.15,0.3
152796,1/22/2021,13:06,CROISSANT AMANDES,1,1.4,1.4
152796,1/22/2021,13:06,TRADITIONAL BAGUETTE,2,1.2,2.4
152798,1/22/2021,13:08,GAL FRANGIPANE 4P,1,8,8
152798,1/22/2021,13:08,CROISSANT,2,1.1,2.2
152800,1/22/2021,13:09,TRADITIONAL BAGUETTE,1,1.2,1.2
152801,1/22/2021,13:10,VIK BREAD,1,2.5,2.5
152803,1/22/2021,13:10,TARTELETTE,2,2,4
152804,1/22/2021,13:12,FORMULE SANDWICH,1,6.5,6.5
152807,1/22/2021,13:13,BAGUETTE,1,0.9,0.9
152808,1/22/2021,13:17,DIVERS SANDWICHS,1,2.5,2.5
152809,1/22/2021,13:18,GAL FRANGIPANE 6P,1,12,12
152810,1/22/2021,13:20,BAGUETTE,1,0.9,0.9
152811,1/22/2021,13:29,TRADITIONAL BAGUETTE,2,1.2,2.4
152814,1/22/2021,13:42,SPECIAL BREAD,1,2.4,2.4
152814,1/22/2021,13:42,TARTELETTE,1,2,2
152816,1/22/2021,13:51,DIVERS SANDWICHS,1,2.5,2.5
152817,1/22/2021,13:57,FLAN ABRICOT,2,2.1,4.2
152818,1/22/2021,13:58,KOUIGN AMANN,1,2.1,2.1
152821,1/22/2021,17:02,TRADITIONAL BAGUETTE,2,1.2,2.4
152826,1/22/2021,17:25,NANTAIS,1,2.5,2.5
152827,1/22/2021,17:30,BANETTE,1,1.05,1.05
152828,1/22/2021,17:31,GAL FRANGIPANE 4P,1,8,8
152829,1/22/2021,17:35,TRADITIONAL BAGUETTE,2,1.2,2.4
152831,1/22/2021,17:45,TRADITIONAL BAGUETTE,1,1.2,1.2
152832,1/22/2021,17:46,KOUIGN AMANN,1,2.1,2.1
152832,1/22/2021,17:46,FICELLE,1,0.6,0.6
152835,1/22/2021,17:59,TRADITIONAL BAGUETTE,1,1.2,1.2
152836,1/22/2021,18:12,TRADITIONAL BAGUETTE,2,1.2,2.4
152837,1/22/2021,18:13,COMPLET,1,1.5,1.5
152838,1/22/2021,18:17,FONDANT CHOCOLAT,1,2.5,2.5
152838,1/22/2021,18:17,CAMPAGNE,1,1.8,1.8
152838,1/22/2021,18:17,BOULE POLKA,1,1.6,1.6
152838,1/22/2021,18:17,NANTAIS,1,2.5,2.5
152839,1/22/2021,18:18,TARTELETTE,2,2,4
152839,1/22/2021,18:18,TRADITIONAL BAGUETTE,2,1.2,2.4
152839,1/22/2021,18:18,PARIS BREST,1,2,2
152841,1/22/2021,18:20,CEREAL BAGUETTE,1,1.25,1.25
152841,1/22/2021,18:20,QUIM BREAD,1,1,1
152846,1/22/2021,18:46,CEREAL BAGUETTE,1,1.25,1.25
152848,1/23/2021,8:50,CROISSANT,4,1.1,4.4
152849,1/23/2021,8:51,PAIN AU CHOCOLAT,1,1.2,1.2
152849,1/23/2021,8:51,BOISSON 33CL,2,1.5,3
152849,1/23/2021,8:51,FICELLE,1,0.6,0.6
152850,1/23/2021,8:53,CROISSANT,1,1.1,1.1
152851,1/23/2021,9:04,GAL FRANGIPANE 6P,4,12,48
152852,1/23/2021,9:05,CHAUSSON AUX POMMES,1,1.4,1.4
152852,1/23/2021,9:05,PAIN AU CHOCOLAT,3,1.2,3.6
152853,1/23/2021,9:05,PAIN,1,1.15,1.15
152856,1/23/2021,9:18,COUPE,1,0.15,0.15
152858,1/23/2021,9:44,TRADITIONAL BAGUETTE,-3,1.2,-3.6
152859,1/23/2021,9:44,TRADITIONAL BAGUETTE,3,1.2,3.6
152860,1/23/2021,9:46,PAIN AU CHOCOLAT,2,1.2,2.4
152860,1/23/2021,9:46,CROISSANT,2,1.1,2.2
152861,1/23/2021,9:47,BAGUETTE,2,0.9,1.8
152863,1/23/2021,9:52,BAGUETTE,2,0.9,1.8
152864,1/23/2021,9:53,PAIN AU CHOCOLAT,1,1.2,1.2
152865,1/23/2021,9:56,CROISSANT,1,1.1,1.1
152868,1/23/2021,10:03,TRADITIONAL BAGUETTE,1,1.2,1.2
152869,1/23/2021,10:07,COOKIE,1,1,1
152870,1/23/2021,10:08,PAIN,1,1.15,1.15
152874,1/23/2021,10:26,BAGUETTE,1,0.9,0.9
152874,1/23/2021,10:26,CEREAL BAGUETTE,1,1.25,1.25
152875,1/23/2021,10:30,BANETTE,1,1.05,1.05
152876,1/23/2021,10:31,BAGUETTE,1,0.9,0.9
152877,1/23/2021,10:35,BANETTINE,1,0.6,0.6
152879,1/23/2021,10:42,PAIN,2,1.15,2.3
152880,1/23/2021,10:44,TRADITIONAL BAGUETTE,1,1.2,1.2
152880,1/23/2021,10:44,PAIN AU CHOCOLAT,2,1.2,2.4
152881,1/23/2021,10:45,BANETTINE,1,0.6,0.6
152883,1/23/2021,10:48,BAGUETTE,1,0.9,0.9
152885,1/23/2021,10:56,BANETTE,2,1.05,2.1
152887,1/23/2021,11:00,NANTAIS,1,2.5,2.5
152891,1/23/2021,11:10,TRADITIONAL BAGUETTE,2,1.2,2.4
152892,1/23/2021,11:14,TRADITIONAL BAGUETTE,2,1.2,2.4
152895,1/23/2021,11:28,TRADITIONAL BAGUETTE,1,1.2,1.2
152895,1/23/2021,11:28,PAIN AU CHOCOLAT,2,1.2,2.4
152897,1/23/2021,11:33,TRADITIONAL BAGUETTE,2,1.2,2.4
152897,1/23/2021,11:33,BAGUETTE,1,0.9,0.9
152897,1/23/2021,11:33,CROISSANT,3,1.1,3.3
152897,1/23/2021,11:33,PAIN AU CHOCOLAT,3,1.2,3.6
152902,1/23/2021,11:49,MILLES FEUILLES,3,2,6
152903,1/23/2021,11:50,COMPLET,1,1.5,1.5
152904,1/23/2021,11:51,PAIN AU CHOCOLAT,3,1.2,3.6
152905,1/23/2021,11:53,BAGUETTE,1,0.9,0.9
152906,1/23/2021,11:57,TRADITIONAL BAGUETTE,1,1.2,1.2
152909,1/23/2021,12:03,TRADITIONAL BAGUETTE,2,1.2,2.4
152911,1/23/2021,12:07,COUPE,1,0.15,0.15
152911,1/23/2021,12:07,TRADITIONAL BAGUETTE,1,1.2,1.2
152911,1/23/2021,12:07,COMPLET,1,1.5,1.5
152912,1/23/2021,12:07,TRADITIONAL BAGUETTE,1,1.2,1.2
152913,1/23/2021,12:08,TRADITIONAL BAGUETTE,1,1.2,1.2
152913,1/23/2021,12:08,BAGUETTE,6,0.9,5.4
152915,1/23/2021,12:10,BOULE 400G,1,1.5,1.5
152915,1/23/2021,12:10,COUPE,1,0.15,0.15
152915,1/23/2021,12:10,MOISSON,1,2,2
152918,1/23/2021,12:24,CEREAL BAGUETTE,1,1.25,1.25
152919,1/23/2021,12:25,TRADITIONAL BAGUETTE,2,1.2,2.4
152920,1/23/2021,12:25,BAGUETTE,1,0.9,0.9
152920,1/23/2021,12:25,TRADITIONAL BAGUETTE,1,1.2,1.2
152921,1/23/2021,12:27,TRADITIONAL BAGUETTE,2,1.2,2.4
152922,1/23/2021,12:27,VIK BREAD,1,2.5,2.5
152926,1/23/2021,12:35,TRADITIONAL BAGUETTE,1,1.2,1.2
152928,1/23/2021,12:42,COUPE,1,0.15,0.15
152928,1/23/2021,12:42,CHAUSSON AUX POMMES,2,1.4,2.8
152930,1/23/2021,12:46,VIK BREAD,1,2.5,2.5
152931,1/23/2021,12:48,PAIN BANETTE,1,1.4,1.4
152931,1/23/2021,12:48,BANETTE,2,1.05,2.1
152932,1/23/2021,12:50,SPECIAL BREAD,1,2.4,2.4
152932,1/23/2021,12:50,COUPE,2,0.15,0.3
152933,1/23/2021,12:51,BRIOCHE,1,5,5
152934,1/23/2021,12:52,CHAUSSON AUX POMMES,1,1.4,1.4
152934,1/23/2021,12:52,DIVERS VIENNOISERIE,1,6,6
152935,1/23/2021,12:53,TRADITIONAL BAGUETTE,1,1.2,1.2
152936,1/23/2021,12:57,TRADITIONAL BAGUETTE,1,1.2,1.2
152938,1/23/2021,12:59,TRADITIONAL BAGUETTE,2,1.2,2.4
152940,1/23/2021,13:09,TRADITIONAL BAGUETTE,1,1.2,1.2
152941,1/23/2021,13:11,COUPE,1,0.15,0.15
152942,1/23/2021,13:12,GAL FRANGIPANE 4P,1,8,8
152943,1/23/2021,13:14,BAGUETTE,1,0.9,0.9
152944,1/23/2021,13:14,TRADITIONAL BAGUETTE,1,1.2,1.2
152946,1/23/2021,13:16,TRADITIONAL BAGUETTE,4,1.2,4.8
152951,1/23/2021,13:31,DIVERS SANDWICHS,1,3,3
152952,1/23/2021,13:32,BANETTE,1,1.05,1.05
152953,1/23/2021,13:33,DIVERS SANDWICHS,1,1.5,1.5
152955,1/23/2021,13:40,TRADITIONAL BAGUETTE,1,1.2,1.2
152956,1/23/2021,13:41,CAMPAGNE,1,1.8,1.8
152957,1/23/2021,13:43,CROISSANT AMANDES,1,1.4,1.4
152958,1/23/2021,13:45,SPECIAL BREAD,1,2.4,2.4
152960,1/23/2021,13:48,PAIN,1,1.15,1.15
152961,1/23/2021,13:52,TRADITIONAL BAGUETTE,1,1.2,1.2
152962,1/23/2021,14:03,SANDWICH COMPLET,1,4.5,4.5
152963,1/23/2021,14:07,SAND JB EMMENTAL,2,3.5,7
152965,1/23/2021,17:13,BOULE 400G,1,1.5,1.5
152969,1/23/2021,17:32,PAIN BANETTE,1,1.4,1.4
152971,1/23/2021,17:34,SACHET DE CROUTON,1,1.6,1.6
152972,1/23/2021,17:36,TRADITIONAL BAGUETTE,3,1.2,3.6
152973,1/23/2021,17:39,SEIGLE,1,1.8,1.8
152975,1/23/2021,17:44,CAMPAGNE,1,1.8,1.8
152976,1/23/2021,17:44,DIVERS VIENNOISERIE,1,6,6
152977,1/23/2021,17:51,COUPE,1,0.15,0.15
152977,1/23/2021,17:51,FINANCIER X5,2,3,6
152977,1/23/2021,17:51,DIVERS VIENNOISERIE,1,6,6
152978,1/23/2021,17:52,FICELLE,-1,0.6,-0.6
152978,1/23/2021,17:52,DIVERS VIENNOISERIE,-1,6,-6
152978,1/23/2021,17:52,FINANCIER X5,-2,3,-6
152979,1/23/2021,17:52,COUPE,1,0.15,0.15
152979,1/23/2021,17:52,DIVERS VIENNOISERIE,1,6,6
152980,1/23/2021,17:59,TRADITIONAL BAGUETTE,1,1.2,1.2
152981,1/23/2021,18:01,SUCETTE,1,0.3,0.3
152985,1/23/2021,18:14,TRADITIONAL BAGUETTE,2,1.2,2.4
152987,1/23/2021,18:35,SEIGLE,1,1.8,1.8
152987,1/23/2021,18:35,DIVERS VIENNOISERIE,1,6,6
152988,1/23/2021,18:37,CROISSANT,1,1.1,1.1
152989,1/23/2021,18:41,COOKIE,1,1,1
152990,1/23/2021,18:41,TRADITIONAL BAGUETTE,1,1.2,1.2
152992,1/24/2021,8:47,TRADITIONAL BAGUETTE,5,1.2,6
152994,1/24/2021,9:07,COUPE,1,0.15,0.15
152994,1/24/2021,9:07,BOULE 200G,1,1.1,1.1
152994,1/24/2021,9:07,CROISSANT,5,1.1,5.5
152994,1/24/2021,9:07,DEMI BAGUETTE,1,0.45,0.45
152995,1/24/2021,9:15,PAIN CHOCO AMANDES,2,1.5,3
152996,1/24/2021,9:19,PAIN AU CHOCOLAT,2,1.2,2.4
152997,1/24/2021,9:21,BANETTE,4,1.05,4.2
152997,1/24/2021,9:21,FICELLE,1,0.6,0.6
152999,1/24/2021,9:42,CROISSANT,3,1.1,3.3
153000,1/24/2021,9:43,TRADITIONAL BAGUETTE,1,1.2,1.2
153000,1/24/2021,9:43,BRIOCHE,1,5,5
153001,1/24/2021,9:45,TARTELETTE,2,2,4
153003,1/24/2021,9:48,TRADITIONAL BAGUETTE,1,1.2,1.2
153003,1/24/2021,9:48,BAGUETTE,1,0.9,0.9
153003,1/24/2021,9:48,CROISSANT,2,1.1,2.2
153004,1/24/2021,9:49,CROISSANT,4,1.1,4.4
153004,1/24/2021,9:49,BAGUETTE,1,0.9,0.9
153006,1/24/2021,9:59,TRADITIONAL BAGUETTE,2,1.2,2.4
153007,1/24/2021,10:01,GAL FRANGIPANE 6P,1,12,12
153007,1/24/2021,10:01,TRADITIONAL BAGUETTE,1,1.2,1.2
153007,1/24/2021,10:01,PAIN AU CHOCOLAT,5,1.2,6
153008,1/24/2021,10:02,GAL FRANGIPANE 4P,1,8,8
153009,1/24/2021,10:04,TRADITIONAL BAGUETTE,1,1.2,1.2
153011,1/24/2021,10:15,COUPE,1,0.15,0.15
153014,1/24/2021,10:19,MOISSON,1,2,2
153014,1/24/2021,10:19,CROISSANT,2,1.1,2.2
153015,1/24/2021,10:20,CROISSANT,3,1.1,3.3
153016,1/24/2021,10:24,TRADITIONAL BAGUETTE,2,1.2,2.4
153017,1/24/2021,10:27,BANETTE,1,1.05,1.05
153022,1/24/2021,10:40,BOULE 400G,1,1.5,1.5
153022,1/24/2021,10:40,SAVARIN,1,2,2
153023,1/24/2021,10:42,TRADITIONAL BAGUETTE,2,1.2,2.4
153029,1/24/2021,10:52,BANETTE,1,1.05,1.05
153031,1/24/2021,10:56,BANETTE,1,1.05,1.05
153032,1/24/2021,10:57,TRADITIONAL BAGUETTE,2,1.2,2.4
153032,1/24/2021,10:57,COUPE,1,0.15,0.15
153032,1/24/2021,10:57,VIK BREAD,1,2.5,2.5
153034,1/24/2021,10:59,CROISSANT,1,1.1,1.1
153037,1/24/2021,11:08,GAL FRANGIPANE 4P,1,8,8
153038,1/24/2021,11:09,TRADITIONAL BAGUETTE,1,1.2,1.2
153038,1/24/2021,11:09,SEIGLE,1,1.8,1.8
153039,1/24/2021,11:10,CROISSANT,4,1.1,4.4
153039,1/24/2021,11:10,TRADITIONAL BAGUETTE,1,1.2,1.2
153041,1/24/2021,11:13,BAGUETTE,1,0.9,0.9
153043,1/24/2021,11:19,SACHET VIENNOISERIE,1,4,4
153044,1/24/2021,11:20,TRADITIONAL BAGUETTE,2,1.2,2.4
153045,1/24/2021,11:20,BAGUETTE,1,0.9,0.9
153046,1/24/2021,11:21,BAGUETTE,1,0.9,0.9
153046,1/24/2021,11:21,BOULE 200G,1,1.1,1.1
153051,1/24/2021,11:23,PARIS BREST,1,2,2
153051,1/24/2021,11:23,COUPE,2,0.15,0.3
153051,1/24/2021,11:23,COUPE,1,0.15,0.15
153052,1/24/2021,11:25,BOULE 200G,1,1.1,1.1
153053,1/24/2021,11:25,PAIN BANETTE,1,1.4,1.4
153055,1/24/2021,11:27,COUPE,1,0.15,0.15
153057,1/24/2021,11:31,COUPE,1,0.15,0.15
153058,1/24/2021,11:32,COUPE,1,0.15,0.15
153059,1/24/2021,11:35,CROISSANT,2,1.1,2.2
153060,1/24/2021,11:36,SAVARIN,1,2,2
153061,1/24/2021,11:37,BANETTE,1,1.05,1.05
153061,1/24/2021,11:37,COUPE,1,0.15,0.15
153062,1/24/2021,11:38,VIK BREAD,2,2.5,5
153064,1/24/2021,11:39,TRADITIONAL BAGUETTE,2,1.2,2.4
153064,1/24/2021,11:39,COUPE,1,0.15,0.15
153065,1/24/2021,11:40,BANETTE,1,1.05,1.05
153066,1/24/2021,11:40,TRADITIONAL BAGUETTE,1,1.2,1.2
153068,1/24/2021,11:42,SPECIAL BREAD,1,2.4,2.4
153069,1/24/2021,11:44,KOUIGN AMANN,1,2.1,2.1
153069,1/24/2021,11:44,PARIS BREST,1,2,2
153069,1/24/2021,11:44,BANETTE,2,1.05,2.1
153070,1/24/2021,11:47,SPECIAL BREAD,2,2.4,4.8
153070,1/24/2021,11:47,ROYAL 4P,2,12,24
153071,1/24/2021,11:47,CHOU CHANTILLY,1,2,2
153071,1/24/2021,11:47,FLAN,1,2,2
153071,1/24/2021,11:47,TRADITIONAL BAGUETTE,1,1.2,1.2
153072,1/24/2021,11:49,TARTELETTE,1,2,2
153073,1/24/2021,11:49,TRADITIONAL BAGUETTE,4,1.2,4.8
153076,1/24/2021,11:50,BAGUETTE,1,0.9,0.9
153076,1/24/2021,11:50,FICELLE,1,0.6,0.6
153078,1/24/2021,11:52,TRADITIONAL BAGUETTE,2,1.2,2.4
153081,1/24/2021,11:54,TRADITIONAL BAGUETTE,1,1.2,1.2
153082,1/24/2021,11:55,TRADITIONAL BAGUETTE,1,1.2,1.2
153084,1/24/2021,11:56,PARIS BREST,1,2,2
153088,1/24/2021,11:59,QUIM BREAD,1,1,1
153088,1/24/2021,11:59,PAIN AU CHOCOLAT,1,1.2,1.2
153089,1/24/2021,12:00,KOUIGN AMANN,1,2.1,2.1
153089,1/24/2021,12:00,TRADITIONAL BAGUETTE,4,1.2,4.8
153090,1/24/2021,12:02,TRADITIONAL BAGUETTE,2,1.2,2.4
153090,1/24/2021,12:02,SPECIAL BREAD,1,2.4,2.4
153092,1/24/2021,12:03,VIK BREAD,1,2.5,2.5
153094,1/24/2021,12:05,MOISSON,1,2,2
153095,1/24/2021,12:07,TRADITIONAL BAGUETTE,2,1.2,2.4
153096,1/24/2021,12:08,TRADITIONAL BAGUETTE,2,1.2,2.4
153096,1/24/2021,12:08,GD KOUIGN AMANN,1,7.5,7.5
153097,1/24/2021,12:09,BAGUETTE GRAINE,2,1.3,2.6
153097,1/24/2021,12:09,TRADITIONAL BAGUETTE,3,1.2,3.6
153101,1/24/2021,12:17,TRADITIONAL BAGUETTE,2,1.2,2.4
153103,1/24/2021,12:18,BAGUETTE,1,0.9,0.9
153103,1/24/2021,12:18,TRADITIONAL BAGUETTE,1,1.2,1.2
153105,1/24/2021,12:21,PAIN AU CHOCOLAT,2,1.2,2.4
153105,1/24/2021,12:21,COUPE,1,0.15,0.15
153105,1/24/2021,12:21,TRADITIONAL BAGUETTE,1,1.2,1.2
153107,1/24/2021,12:23,PAIN AU CHOCOLAT,2,1.2,2.4
153107,1/24/2021,12:23,BAGUETTE,1,0.9,0.9
153109,1/24/2021,12:26,BAGUETTE GRAINE,3,1.3,3.9
153109,1/24/2021,12:26,SEIGLE,1,1.8,1.8
153110,1/24/2021,12:27,BOULE 400G,1,1.5,1.5
153111,1/24/2021,12:27,TRADITIONAL BAGUETTE,1,1.2,1.2
153112,1/24/2021,12:28,TRADITIONAL BAGUETTE,3,1.2,3.6
153113,1/24/2021,12:29,TRADITIONAL BAGUETTE,1,1.2,1.2
153114,1/24/2021,12:30,ECLAIR,1,2,2
153116,1/24/2021,12:33,COUPE,2,0.15,0.3
153116,1/24/2021,12:33,TRADITIONAL BAGUETTE,1,1.2,1.2
153117,1/24/2021,12:35,TRADITIONAL BAGUETTE,1,1.2,1.2
153118,1/24/2021,12:36,TARTELETTE,2,2,4
153118,1/24/2021,12:36,TRADITIONAL BAGUETTE,1,1.2,1.2
153119,1/24/2021,12:37,COUPE,1,0.15,0.15
153121,1/24/2021,12:40,BAGUETTE,3,0.9,2.7
153121,1/24/2021,12:40,GAL POMME 6P,1,12,12
153122,1/24/2021,12:40,TRADITIONAL BAGUETTE,1,1.2,1.2
153125,1/24/2021,12:42,CEREAL BAGUETTE,1,1.25,1.25
153125,1/24/2021,12:42,TRADITIONAL BAGUETTE,2,1.2,2.4
153126,1/24/2021,12:42,QUIM BREAD,1,1,1
153127,1/24/2021,12:44,COUPE,3,0.15,0.45
153127,1/24/2021,12:44,COMPLET,3,1.5,4.5
153129,1/24/2021,12:45,TRADITIONAL BAGUETTE,1,1.2,1.2
153131,1/24/2021,12:48,TRADITIONAL BAGUETTE,1,1.2,1.2
153133,1/24/2021,12:52,TRADITIONAL BAGUETTE,2,1.2,2.4
153135,1/24/2021,12:54,VIK BREAD,1,2.5,2.5
153139,1/24/2021,13:02,CROISSANT AMANDES,1,1.4,1.4
153140,1/24/2021,13:04,TRADITIONAL BAGUETTE,2,1.2,2.4
153144,1/24/2021,13:07,TRADITIONAL BAGUETTE,1,1.2,1.2
153145,1/24/2021,13:08,KOUIGN AMANN,2,2.1,4.2
153146,1/24/2021,13:09,TRADITIONAL BAGUETTE,1,1.2,1.2
153147,1/24/2021,13:12,COUPE,1,0.15,0.15
153147,1/24/2021,13:12,FLAN,1,2,2
153147,1/24/2021,13:12,SPECIAL BREAD,1,2.4,2.4
153148,1/24/2021,13:13,PAIN,1,1.15,1.15
153149,1/24/2021,13:14,BAGUETTE GRAINE,1,1.3,1.3
